name,age,city_tier,employment_type,monthly_income,other_income,bank_avg_balance_6m,job_tenure_months,cibil_score,past_defaults,inquiries_6m,existing_emi,dti,loan_amount_requested,tenure_requested_months,insurer_present,co_applicant,loan_status,approved_amount,interest_rate,loan_type,vehicle_type,vehicle_price,down_payment,co_applicant_income,property_value,ltv,property_age,builder_grade,legal_issue_flag,tenure_years,academic_score,entrance_score,course_level,course_stream,institute_tier,country,parent_income,parent_existing_emi,parent_dti,parent_cibil,tuition_fee,living_expenses,moratorium_years,business_vintage_years,business_type,annual_revenue,net_profit_margin,cashflow_stability,owner_income,owner_cibil,existing_loan_emi,industry_risk,collateral_value,collateral_flag,requested_amount,loan_tenure_years
Kiran Singh,35,Rural,Govt,36506,9801,102294,5,773,0,2,9485,0.26,426288,36,1,0,1,317626,12.95,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Kapoor,37,Metro,Salaried,46495,13784,124362,72,776,0,0,631,0.014,394422,12,1,0,1,302849,12.32,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Yadav,36,Metro,Self-Employed,37448,10862,67298,6,781,0,0,296,0.008,563975,48,1,0,1,421501,12.53,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Gupta,24,Metro,Salaried,21740,994,43006,13,748,0,1,2455,0.113,277668,60,0,1,1,213997,12.49,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Reddy,32,Metro,Self-Employed,46028,20194,68927,12,641,0,1,11192,0.243,906089,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Khan,40,Metro,Self-Employed,29065,3860,18512,74,808,0,0,8609,0.296,422326,60,1,0,1,322393,12.37,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Singh,43,Urban,Salaried,52104,3374,69715,40,641,0,1,2351,0.045,588925,24,1,0,1,465380,12.3,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Patel,27,Metro,Govt,31209,13868,78245,57,728,0,3,5563,0.178,515363,36,1,0,1,379480,13.24,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Kapoor,36,Urban,Salaried,68249,32611,34915,10,665,0,1,7799,0.114,768341,36,1,0,1,590407,12.52,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Sharma,33,Metro,Salaried,33251,14333,44348,35,706,0,0,9675,0.291,626812,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Verma,31,Metro,Self-Employed,40169,16259,60070,31,730,0,0,10148,0.253,501978,36,1,0,1,357949,12.87,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Singh,34,Metro,Self-Employed,57203,18741,105453,64,729,1,1,14386,0.251,835074,36,1,0,1,623775,14.23,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Jain,34,Rural,Salaried,26537,7309,74294,85,735,0,3,3731,0.141,228401,24,0,0,1,158912,13.64,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Jain,36,Metro,Salaried,48412,2106,66124,1,807,0,0,6025,0.124,634849,36,1,1,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Jain,42,Urban,Salaried,64607,13194,88343,40,737,0,2,5299,0.082,1162174,24,0,0,1,892646,12.72,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Yadav,37,Metro,Salaried,20888,3892,48956,2,695,0,0,353,0.017,369045,48,1,0,1,264570,12.83,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Kapoor,34,Urban,Self-Employed,47770,6204,77891,29,768,0,4,12392,0.259,510748,24,1,1,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Jain,45,Metro,Salaried,48898,17687,51906,12,781,0,1,11925,0.244,523842,12,1,0,1,395334,12.65,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Kapoor,40,Urban,Salaried,56727,14065,92527,13,636,0,0,17013,0.3,1010175,36,1,0,1,791298,12.17,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Kapoor,31,Urban,Salaried,26446,1072,22536,16,746,0,1,7907,0.299,506832,36,0,1,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Kapoor,23,Rural,Salaried,25193,2774,23706,35,752,0,2,4198,0.167,230373,48,1,0,1,185042,12.37,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Singh,25,Metro,Salaried,52829,18048,92235,15,692,0,2,12187,0.231,707946,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Khan,39,Metro,Salaried,49455,1883,76522,47,793,0,1,14017,0.283,595906,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Gupta,28,Metro,Govt,48757,20751,135891,19,701,0,1,12428,0.255,899482,48,1,0,1,671411,12.74,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Patel,25,Rural,Self-Employed,50197,12427,70576,3,718,0,1,3725,0.074,451888,36,1,0,1,347617,12.51,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Singh,27,Urban,Salaried,34800,8362,67911,55,700,0,3,4704,0.135,366566,12,1,0,1,258957,13.54,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Gupta,27,Urban,Self-Employed,48484,14361,100879,12,711,1,1,1879,0.039,825664,36,1,0,1,591068,14.54,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Kapoor,38,Metro,Self-Employed,49396,20368,26315,20,644,0,0,14138,0.286,425573,60,1,0,1,297481,13.01,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Patel,31,Metro,Self-Employed,34285,5962,74016,42,624,0,0,6235,0.182,476919,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Patel,22,Metro,Salaried,72987,24743,68979,15,806,0,0,5006,0.069,971113,24,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Kapoor,32,Rural,Salaried,52107,14739,151250,2,659,0,1,10500,0.202,625952,24,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Verma,34,Urban,Salaried,27130,3622,23648,17,651,0,0,5031,0.185,345497,24,1,0,1,264537,12.34,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Gupta,29,Rural,Salaried,54848,24096,84277,104,581,0,0,5893,0.107,787578,36,1,0,1,612302,12.23,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Patel,40,Metro,Salaried,30380,12113,21672,37,672,0,1,1035,0.034,301868,36,1,1,1,248792,11.96,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Singh,29,Urban,Salaried,56806,18702,169974,40,631,0,1,11445,0.201,844362,12,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Singh,40,Urban,Salaried,62379,26529,109506,36,809,0,1,9737,0.156,1101937,60,1,0,1,896582,12.06,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Patel,36,Metro,Self-Employed,32690,14176,65003,8,771,0,0,7574,0.232,559716,48,0,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Khan,38,Rural,Salaried,59451,21056,39695,20,669,0,1,9277,0.156,585402,36,1,0,1,445977,12.58,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Sharma,24,Rural,Salaried,51192,21424,121576,50,845,1,0,13087,0.256,501221,48,1,1,1,382526,13.87,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Kapoor,33,Rural,Govt,57331,19993,58751,4,769,0,0,9492,0.166,643144,12,0,0,1,492399,12.34,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Jain,32,Urban,Govt,73452,24979,201636,12,691,0,0,12361,0.168,905876,36,1,1,1,745994,11.76,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Jain,22,Metro,Self-Employed,41319,12780,41850,12,560,1,0,10867,0.263,533076,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Singh,40,Metro,Govt,33694,12681,32910,20,847,0,0,4078,0.121,544373,48,0,0,1,364731,13.3,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Jain,26,Rural,Salaried,31657,2510,18721,142,627,0,2,1273,0.04,274788,48,1,0,1,203572,12.99,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Singh,28,Metro,Govt,32763,14430,55047,3,611,0,0,283,0.009,275736,24,1,1,1,214794,12.21,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Jain,25,Urban,Salaried,43843,19112,83832,26,771,0,2,9932,0.227,556934,60,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Gupta,37,Urban,Salaried,50117,733,33291,7,856,0,1,9326,0.186,820213,24,1,0,1,665091,12.09,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Reddy,21,Urban,Salaried,49150,20294,119868,127,793,0,0,10382,0.211,507288,48,1,0,1,393519,12.24,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Khan,36,Rural,Salaried,57408,3699,93760,4,744,0,2,3668,0.064,901194,60,1,0,1,748209,12.1,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Kapoor,39,Metro,Salaried,45195,7573,81847,19,746,0,2,1849,0.041,502475,24,1,1,1,372742,12.98,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Khan,36,Metro,Salaried,66803,24834,107012,48,761,0,0,291,0.004,1244743,48,1,0,1,1004265,11.93,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Gupta,37,Metro,Self-Employed,41030,3298,61623,44,756,0,1,4315,0.105,769242,12,0,0,1,552546,13.02,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Gupta,37,Metro,Salaried,85803,35092,162949,20,727,0,2,15185,0.177,992522,36,1,1,1,843330,11.9,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Kapoor,25,Metro,Salaried,54385,22628,48299,15,716,0,1,6400,0.118,585179,36,0,0,1,399819,13.37,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Sharma,42,Metro,Self-Employed,32143,8156,30691,18,706,0,3,4219,0.131,415791,36,0,1,1,325263,12.78,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Gupta,29,Rural,Salaried,28937,92,76812,11,665,1,1,7849,0.271,315019,60,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Sharma,32,Rural,Salaried,52237,7497,149674,8,693,0,0,5458,0.104,839376,36,1,0,1,656024,12.18,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Singh,30,Metro,Self-Employed,41648,12847,59693,24,608,0,0,6422,0.154,746031,36,1,1,1,571451,12.34,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Gupta,35,Metro,Salaried,55710,27331,65563,11,704,0,2,13097,0.235,895656,48,0,0,1,691420,12.68,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Khan,28,Rural,Salaried,52099,16458,109929,12,651,0,1,6198,0.119,932166,60,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Patel,32,Metro,Govt,43908,5704,66821,38,644,0,1,8194,0.187,560438,12,1,0,1,415286,12.79,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Jain,23,Metro,Salaried,32298,10239,18199,125,721,0,1,8356,0.259,318969,60,1,0,1,244230,12.54,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Singh,40,Metro,Salaried,22277,6015,19835,33,794,0,0,6346,0.285,375488,12,1,0,1,273681,12.71,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Khan,37,Urban,Self-Employed,38302,14935,87709,3,765,0,0,1690,0.044,472099,48,1,1,1,367446,12.22,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Jain,30,Metro,Self-Employed,57846,3094,124213,3,616,0,0,16080,0.278,928732,24,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Verma,29,Rural,Salaried,48211,18345,27371,109,651,0,3,7118,0.148,542264,24,1,0,1,400492,13.21,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Kapoor,37,Metro,Salaried,26314,7121,27759,13,766,0,1,2039,0.077,236162,36,1,1,1,180434,12.56,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Yadav,27,Urban,Salaried,47598,22918,51296,3,651,0,2,6556,0.138,947723,36,0,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Reddy,33,Metro,Salaried,50780,8680,110687,33,697,0,2,14930,0.294,501423,36,1,0,1,397789,12.47,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Patel,40,Urban,Salaried,31742,10040,17435,35,743,0,1,4691,0.148,630430,12,0,0,1,442177,13.19,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Singh,26,Urban,Salaried,47306,22045,35965,38,652,0,1,4666,0.099,933222,36,1,1,1,719068,12.49,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Singh,35,Urban,Govt,45873,2351,114673,11,716,0,0,8717,0.19,803962,60,1,0,1,620606,12.28,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Singh,34,Urban,Salaried,27855,13053,26361,1,630,0,1,2007,0.072,443259,36,1,1,1,332118,12.71,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Singh,31,Urban,Salaried,50367,17323,107376,121,674,0,1,1146,0.023,752165,24,1,1,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Reddy,28,Rural,Salaried,53412,1812,58511,10,729,0,0,2065,0.039,982419,36,0,0,1,745339,12.41,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Kapoor,41,Rural,Self-Employed,61246,9216,45849,41,614,1,0,2353,0.038,702692,12,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Yadav,28,Urban,Salaried,60807,21531,67370,44,736,1,1,2771,0.046,827715,48,0,1,1,638569,13.99,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Reddy,19,Metro,Salaried,24335,819,56108,34,709,0,3,1014,0.042,375554,48,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Khan,36,Metro,Self-Employed,30933,9004,81640,14,743,0,1,5947,0.192,400096,36,1,1,1,321005,12.18,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Gupta,24,Metro,Salaried,52726,9119,135798,11,723,0,0,2877,0.055,692284,36,1,1,1,562935,11.87,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Verma,37,Urban,Salaried,52707,16363,78689,33,792,0,0,5466,0.104,630556,48,1,0,1,481868,12.36,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Khan,41,Metro,Salaried,52726,1206,114427,72,718,0,1,14185,0.269,778804,36,1,0,1,560660,13,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Gupta,36,Metro,Salaried,102791,44793,104072,106,684,0,4,14616,0.142,1871505,48,0,1,1,1678724,11.83,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Verma,39,Rural,Salaried,53563,26071,66036,4,717,0,0,10727,0.2,558038,36,1,1,1,442868,12.06,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Kapoor,46,Rural,Salaried,62033,30051,170022,6,743,0,1,3207,0.052,1191852,48,1,0,1,992965,11.87,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Sharma,39,Rural,Salaried,59310,22231,31583,104,713,0,2,3421,0.058,964917,36,1,0,1,715578,12.98,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Jain,34,Metro,Salaried,54771,3562,39094,48,712,0,1,672,0.012,979266,36,1,0,1,852565,11.49,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Verma,43,Urban,Self-Employed,40271,15268,41065,77,668,0,1,2041,0.051,590948,60,1,0,1,461793,12.39,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Patel,44,Metro,Govt,56385,693,31933,8,670,0,1,4712,0.084,978517,36,1,0,1,750560,12.53,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Kapoor,44,Metro,Self-Employed,33408,370,31857,32,626,0,0,1774,0.053,273759,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Sharma,29,Metro,Self-Employed,41448,6706,81139,43,815,0,0,1103,0.027,738627,24,1,0,1,604220,11.82,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Singh,23,Metro,Salaried,37720,9216,58600,41,635,0,2,1365,0.036,319928,36,1,0,1,244677,12.75,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Reddy,28,Metro,Govt,46228,17807,126280,19,668,0,0,6390,0.138,863491,36,1,0,1,654850,12.42,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Kapoor,37,Rural,Salaried,79720,27236,202777,1,667,0,1,4935,0.062,1586711,24,1,0,1,1286774,12.09,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Reddy,33,Metro,Govt,16991,3788,23015,31,764,0,2,1857,0.109,195886,12,1,0,1,147805,12.85,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Patel,31,Urban,Govt,55294,7565,63508,11,692,0,0,8351,0.151,581904,36,1,0,1,417992,12.82,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Khan,36,Urban,Self-Employed,20809,10375,30157,22,785,0,2,4310,0.207,357589,48,1,0,1,259480,13.14,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Khan,22,Metro,Govt,37921,8081,74922,114,670,0,0,447,0.012,418508,36,1,0,1,295881,12.93,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Verma,33,Urban,Salaried,61334,13843,71771,18,727,0,1,14709,0.24,1127733,24,1,0,1,897214,12.24,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Singh,40,Metro,Salaried,45964,3760,94703,66,660,0,2,8658,0.188,424437,36,1,0,1,307394,13.16,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Kapoor,36,Urban,Salaried,28834,11459,43929,8,839,1,0,707,0.025,274254,12,1,1,1,193810,14.43,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Jain,37,Metro,Salaried,34270,11886,64432,40,639,0,0,8981,0.262,676826,36,1,0,1,466675,13.1,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Singh,43,Metro,Salaried,55194,6093,87776,136,729,0,1,15248,0.276,887854,24,1,1,1,709532,12.21,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Jain,32,Metro,Salaried,34045,1402,42085,4,748,0,0,624,0.018,618347,24,1,0,1,472024,12.37,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Singh,27,Urban,Govt,48247,16416,138524,1,735,0,1,4008,0.083,573751,24,1,0,1,426871,12.76,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Yadav,40,Rural,Salaried,45684,14950,110053,20,699,0,0,11049,0.242,736326,36,0,1,1,512652,13.04,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Jain,40,Metro,Self-Employed,35226,4813,29952,3,702,0,1,7907,0.224,533001,12,1,0,1,392951,12.83,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Gupta,36,Urban,Govt,77159,36684,206105,50,713,0,1,4271,0.055,1175734,36,1,0,1,942730,12.18,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Patel,31,Urban,Govt,54509,4117,93678,89,701,0,4,3423,0.063,882522,36,1,0,1,683505,13.06,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Gupta,32,Rural,Govt,14623,3161,40014,20,768,0,2,1625,0.111,217946,36,0,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Reddy,23,Rural,Salaried,47797,22551,119475,11,843,0,0,6948,0.145,628471,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Reddy,40,Urban,Govt,35073,7361,54820,21,677,0,1,6505,0.185,396713,48,0,0,1,289061,12.91,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Singh,40,Urban,Self-Employed,57787,18449,32140,46,628,0,1,6396,0.111,995264,24,1,0,1,763768,12.53,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Patel,23,Rural,Salaried,33112,6583,38797,1,705,0,2,4595,0.139,354804,36,1,0,1,260169,13.07,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Patel,38,Metro,Salaried,43279,5934,80243,32,865,0,0,9705,0.224,705805,12,1,1,1,577538,11.82,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Patel,35,Metro,Self-Employed,52575,25866,109550,34,662,0,0,579,0.011,567810,12,1,0,1,434786,12.34,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Gupta,25,Metro,Salaried,57986,11868,66378,37,808,0,0,4391,0.076,899013,36,0,0,1,659175,12.67,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Jain,24,Rural,Salaried,26996,12069,22903,10,811,1,0,5777,0.214,457985,36,1,1,1,345423,13.96,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Gupta,35,Rural,Self-Employed,39982,4597,103446,45,677,0,0,10738,0.269,424791,48,1,0,1,321744,12.43,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Yadav,29,Metro,Salaried,37876,4036,112151,3,744,0,0,5814,0.154,330253,36,1,0,1,269962,11.83,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Sharma,45,Urban,Salaried,35200,548,63861,8,808,0,2,5619,0.16,336923,60,1,0,1,282200,12.02,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Khan,39,Urban,Self-Employed,71482,23291,66421,76,687,0,1,2298,0.032,1091671,12,1,0,1,842706,12.48,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Reddy,35,Metro,Salaried,51075,9411,60308,48,698,0,1,6855,0.134,929226,12,1,0,1,704251,12.62,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Patel,36,Rural,Salaried,26087,11274,14243,1,675,1,1,4168,0.16,222782,12,0,1,1,164405,14.32,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Singh,41,Metro,Salaried,58768,13905,163713,10,649,0,3,4275,0.073,987879,24,1,1,1,793298,12.57,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Singh,38,Metro,Salaried,76832,37194,61034,9,671,0,1,6206,0.081,929346,36,1,0,1,755070,12.08,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Khan,35,Urban,Govt,60487,5611,117423,11,637,0,1,6846,0.113,831233,36,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Verma,25,Urban,Salaried,22209,9646,26321,10,712,0,1,134,0.006,425221,12,1,0,1,318575,12.71,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Gupta,53,Metro,Salaried,37736,14653,71149,2,664,0,0,3646,0.097,452215,60,1,0,1,362851,11.98,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Verma,24,Urban,Salaried,64004,24671,136236,22,724,0,3,4060,0.063,869433,48,0,1,1,730705,12.2,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Sharma,30,Urban,Salaried,34385,14524,88519,48,617,0,1,3378,0.098,280726,24,1,0,0,0,,Personal Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
